- bodumedi	religious
tlhokalogapa / tlhokakgapetla	shell-less
tlhokamaitsholo	dissent
tlhokamatshwao	asymptomatic
tlhokametsi	anhydrous
tlhokammala	colourless
tlhokamokwatla	invertebrate
tlhokanitamo / tlhokatlhomamo	inconsistent
tlhokannete / tlhokaboikanyego	dishonest
tlhokaphetisi	non-conductor
tlhokasemmetale	nonmetallic
tlhokathemisomadi	haemophilia
tlhokatseotlhakore	impartiality
tlhokatshelo	non-living
tlhokatshenolo / tlhokatlhagiso / tlhokakutulolo	non-disclosure
tlhokatuelo	non-payment
tlhokego	demand
tlhokego	requirement
tlhokego / setlhokwa	need
tlhokegokabo	distribution requirement
tlhoko / thoba	nipple
tlhokofala / swa	die
tlhokomediso / kgatotshireletso / kgatopabalesego	safety measure
tlhokomela	care
tlhokomelo ya botsadi	parental care
tlhokomelo ya masafoleng	chronic care
tlhokomelo ya pele ga pelego	prenatal care
tlhokomeloboimana	antenatal care / ANC
tlhokomeloboite-kanelotheo / tlhokomelopholotheo	primary health care / PHC
tlhokomeloboitekanelo / tlhokomelopholo	health care
tlhokomelogae	community-based care / community care / home community-based care
tlhokomelokalafi	medical care
tlhokomelokgethegileng	special care
tlhokomelokgethegileng / tlhokomelotsenelelo	tertiary care
tlhokomelokgolwane	secondary care
tlhokomelopakaleele	long-term care / LTC
tlhokomeloselegae	home-based care
tlhokomelotheo	primary care
tlhokomelothiti-batsobolwetse / tlhokomelokoko-batsobolwetse	palliative care / palliation
tlhokomelotswelelo	continuity of care
tlhokomologa / kgathologa	neglect
tlhokomologilweng	historically disadvantaged
tlhola / tlhama	create
tlholefatsothale / tlholefatsollota	lead poisoning
tlholego	natural
tlholegolwetse	pathogenesis
tlholotiro	job creation
tlhoma leitlho	monitor
tlhomama	adhere / comply
tlhomamatlho / tsepamisa	stare
tlhomamisa	determine
tlhomamisa / netefatsa	confirm
tlhomamiso	confirmation
tlhomamiso / netefatso	affirmation
tlhomamo / nitamo	stability
tlhomeso	fly rafter
tlhomeso	rafter
tlhomeso / kapa	truss
tlhomeso / lerapa	beam
tlhomeso ya ga Howe	Howe truss
tlhomeso ya mokoro	valley rafter
tlhomo	inauguration
tlhomomadirelo	industrialisation
tlhopha	choose
tlhopha	elect
tlhopha / bouta	vote
tlhopha / vouta	cast a ballot / cast a vote
tlhophela maemo	vote into office
tlhopho	choice
tlhopho	voting / polling
tlhopho / pouto	vote
tlhopho / vouta / voutu	vote
tlhopho e e senyegileng / voutu e e senyegileng	wasted vote
tlhopho ka kutwisiso	informed choice
tlhopho ka motho / tlhopho e le nngwe ka motho	one man, one vote
tlhopho ka tirisoposo	postal vote
tlhopho o se yo / tlhopho ya tlhokasebele	absentee vote
tlhopho ya boemedi ka tekanyetso	proportional representation ballot
tlhopho ya porofense	provincial ballot
tlhopho ya sephiri / voutu ya sephiri	secret vote
tlhophogangwe	party block vote / PB
tlhophogape	re-election
tlhophokano / voutukano	declaration vote
tlhophokatlholo	plebiscite / referendum
tlhophokemedi	block vote
tlhophololo / tlhaolele / kgethololo	discrimination
tlhophompe	bad choice
tlhophonngwe	categorical ballot
tlhophontle / tlhophotshiamo	good choice
tlhophontsi ya ntlhopheng	cumulation
tlhophotlaleletso	by-election
tlhopo ya mmino / tsebe ya mmino	musical taste
tlhorego / tlhobaelo	anxiety
tlhotlha	elution
tlhotlha	filter
tlhotlha / phepafatsa	refine
tlhotlheletsa	mobilise
tlhotlheletsa / ama	affect
tlhotlheletso	influence
tlhotlheletso e e sa batlegeng / tlhotlheletso e e sa siameng	undue influence
tlhotlho	censorship
tlhotlho	filtration
tlhotlhomenyong / folaminko	flamingo
tlhotlhomisa	explore
tlhotlhomisa / sekaseka	check
tlhotlhomiso / patlisiso	survey
tlhotlhomiso ya boimana / patlisiso ya boimana	antenatal survey
tlhotlhomisokgopolo	opinion poll
tlhotlhomisonnye	snap survey / snap poll
tlhotlhona	pruritus
tlhotlhora	blow off
tlhotlhoregang	deciduous
tlhotlhwa	charge
tlhotlhwa	cost
tlhotlhwa	cost price
tlhotlhwa	price
tlhotlhwa yotlhe / tlhwatlhwa yotlhe / madi- otlhe	total cost
tlhotlhwagare	average price
tlhotlhwagodimo / tura	expensive
tlhotlhwagodimodimo	most expensive
tlhotlhwagotlhe	consolidated amount
tlhotlhwammaraka	market price
tlhotlhwatekatekano	equilibrium price
tlhotlhwatheko	purchase price
tlhotlhwathomelo	postage
tlhotlhwatlasetlase	least expensive / cheapest
tlhotlhwatlhagiso	factory price
tlhotsa / kwetsepa	hobble
tlhware	python
tlhwatlhwa yotlhe	total price
tlhwekisa	sterilize
tlhwekiso	decontamination
tlhwekiso	sanitation
tlhwekiso	sterilisation
tlhwekiso metsi ka tlelorini	chlorination
tlhwekisopheletso	terminal sterilisation
tlhwekisosere / pasteriso	pasteurisation
tlodisokgwele	chip
tloga / tlhatloga	take off
tlogelo	exclusion
tlogo / tlhatlogo	take-off
tlola	jump
tlola	skip
tlolatlola	hop
tlolelogodimo	high jump
tlolepolokelo	preservation fund
tlolo / tshaso	topical route
tlolomolao / kgatakomolao	violation
tlolothalalotlalo / tshasothalalotlalo	transdermal route
tlolotlhatlhobo	biowaiver / biological waiver
tloso / ntsho	subtraction
tlososekgwa	deforestation
tlotla / tlhompha	respect
tlotlofoko	vocabulary
tlotlomatso	plaudit
tlotlotlamo	gearing ratio
tlou	elephant
tlwaelo	custom
tlwaelo	routine
tlwaelo / selomodiro	habit
tlwaelo / tsamaiso	practice
tlwaelo ya ditshwanelo tsa botho	human rights culture
tlwaetsa / thapisa	orient / orientate
tobele	dowel
tobeloforomo / go foroma	injection moulding
tobetsa	click
tobetsa	dial
tobetsa	press
tobetsa / gatelela	press
tobetsa / switšha	switch
todi / tswina	honey
togamaano	planning
togamaano ya ikonomi le loago	socio-economic strategy
togo	weaving
togobolotsana	plot
togodibaga	beadwork
togomaano	strategy
togomaanogare	central planning
togwa	tissue
tokafalelo	betterment
tokafatsa	improve
tokafatsa	rationalise
tokololo	joint
tokololo / joine	joint
tokololo ka kemo	ex officio
tokololo ya palamente / Mopalamente / MP	Member of Parliament / MP
tokololotlhotswa	elected member
tolamisokemo	affirmative action
tomagano	joinery
tomaganoloto	scarf joint / scarph joint
tomaganyatshipi	splice
tomanyi	tenon
tomela	pin
tona	cabinet minister
tona	minister
tonakgolo / moporemia	premier
tonakgolo / moporemiri / moprimia	premier
tonakgolo ya namaotshwere	acting premier
tonki / tumuga	donkey
tono	ton / long ton
tootso	whetstone
topegelo ya bolwetse jwa HIV / topegelo ya lebolelamading	advanced HIV disease / end-stage HIV disease / full-blown Aids
topo	cone
topo le theleso / topo le tlamelo	supply and demand
topopeo / sesirapelwana	endosperm
topotuelo	claim
topotuelo	invoice
topotuelotshireletso / topotueloinšorense	insurance claim
toropo	town
toropokgolo	metropolitan area
tosene ya ralebaka	baker’s dozen
tota / kgo	exact
totobatsa	specification
totšhe	torch
trasete	trust
tsa ditšhelete / tsa matlotlo	financial
tsadisa / atisa	propagate
tsadisa / tsala	breed
tsadiso / tsalo	breeding
tsadisontle le kgweelano	asexual reproduction
tsala	friend
tsala / ikatisa	reproduce
tsalo / katiso	reproduction
tsalo / letsalo	reproduction
tsamaelana	correspond
tsamaelanang	similar
tsamaelano	similarity
tsamaisa / fetisa	conduct
tsamaiso	administration
tsamaiso / phetiso	conduction
tsamaiso sedemokerasi / tsamaiso setemokerasi	democratic process
tsamaiso ya ditlhopho	election procedure
tsamaiso ya ditlhopho	election process
tsamaiso ya palamente	parliamentary procedure
tsamaiso ya porofense	provincial administration
tsamaisobotlhaswa / tsamaisompe	mismanagement
tsamaisokopo / tsamaisotleleimi / tiregokopo / tiregotopo / tsamaisotopo	claim process
tsamaisoletsogo	arm fling
tsamaisompe / tsamaisobotlhaswa	maladministration
tsamaya	travel
tse e seng tsa palamente	extraparliamentary
tsebe	ear
tsebe ya inthanete	web page
tsebekgorogo	home page
tsebekgoroso	home page
tsedima / benya / phatsima	flash
tsela	road
tsela	route
tsela	track
tsela / mokgwa	method
tsela ya moletsaphala / tsela ya molaolamotshameko	diagonal system of control
tselafefogadi ya tshedimosetso	information superhighway
tselakekologi / tselakefogi	bypass
tselakgeleloleswe	sewerage system / sewerage
tselana	lane
tselana	path
tselanaphetisi	areaway
tselanathoko	pavement
tselathekeniki	technological process
tselatlhaeletsano	lifeline
tsenela	run for
tsenelela	invade
tsenoganong	interjection
tsenya	insert
tsenyo	debit
tsenyoleoto / thibelo / kganelokgwele / go tlama	block tackle
tsenyotlhamalalo / peeletsotlhamalalo	direct deposit
tseokarolo ya botlhe	public participation
tseotshwetso / botsayatshwetso	decision-making
tsepamisa	focus
tsepamisamogopolo	concentrate
tsepamo kgotsa tsepameng	vertical
tsereganyo	arbitration
tsereganyolato / tsereganyokoloto	debt mediation
tsetsepela / gana / emelana	resist
tshabophetelela / letshogophetelela	hysteria
tshaenomotumi / othokerafo	autograph
tshailo ya megare	bioburden / biological burden
tshalelo	net / nett
tshalelo	nett / net
tshalelo	surplus
tshalelotuelo	arrears
tshalelotšhentšhimodirisi	consumer surplus
tshameko e e sa dumelelwang / tshameko e e fosagetseng	foul play
tshamekomakgwakgwa	dangerous play
tshasa	smear
tshasa / apesa	coat
tshasamologo	disintegration
tshedimosetsano	interactive
tshedimosetso	briefing
tshedimosetso	data
tshedimosetso	information
tshedimosetso / dinewa / datha	data
tshedimosetsodijokotla	nutritional information
tshedimosetsopalo	digital
tshedimosetsotsenngwa / setsenngwa	input
tshegetsa	support
tshegetsa	sustain
tshegetsa / emanokeng	support
tshegetsa / tshola	maintain
tshegetsapetlelo	bench hook
tshegetso-maikutloseloago	psychosocial support / PSS
tshegetsophekolo / tshegetsokalafo	treatment support
tshegetsophepo / tshegetsokotlô	nutritional support
tshegisa	amuse
tshego / go sega / tshutlhelelo	cut
tshekaganyo	diagonal
tshekamelotlhakoreng / kgobelelo / tseotlhakore / tshekamo	bias
tshekatsheko ya swot / tshekatsheko ya bmdm	swot analysis
tshekatshekommaraka	market survey / market research
tshekatshekopapatso / tlhotlhomisopapatso	market survey / market research
tshekatshekotlhokegotlotlo	financial needs analysis
tshekatshekotshiamiso	troubleshooting
tshekegonakwana ya motshameko	temporary suspension of play
tshekelelo	convection
tshekeletsa	ring
tshekeletsa-metopo	ellipse
tshekeletsametopo	ellipse
tsheko	cycle
tshekometsi	water cycle
tshekotsadiso / tshekokatiso	propagation cycle
tshela	decant
tshela	live
tshela	pour
tshela / phela	live
tshelelego ya bafofane / pherogo ya bafofane	airsickness
tshelo	decantation
tshelogompieno	modern living
tshelohaederojene	hydrogenation
tshelomadi	blood transfusion / transfusion
tshelometsi	rehydration
tshelotshepo	living positively
tshenekegi	insect
tshenekegikotorobedi / aragenita	arachnid
tshenekegitlodi	hopper
tshenekegiungo	fruit fly
tshenyegelo	expense
tshenyegeloditsalapa	household expenditure
tshenyegelofitlha	implicit costs
tshenyegelokemisetso	replacement cost
tshenyegelotlhomamo	fixed expense
tshenyego	decomposition
tshenyo	damage
tshenyo	destruction
tshenyophetelela / tshenyokgolo / sekata	extensive damage
tsheola	spring rain
tshepa / ikanya	trust
tshepega / ikanyega	loyal
tshepega / ikanyega	reliable
tshephe	springbuck
tshepo	confidence
tshepo / tsholofelo	hope
tshepobodirisi	consumer confidence
tsherepano / athaxia	ataxia / ataxy
tshetleditsheka	sway brace
tshetleditshekagano	cross bridging
tshetlega	wedge
tshetlegi / ankere	anchor
tshetlelaboalo	sleeper
tshetlelo	bridging
tshetlelotheo	underpinning
tshetletsi	wedge
tshetlho	devil’s thorn
tshetlho / lesitlwane	Scotch thistle
tshiamela-	eco-
tshiamelabojanala	eco-tourism
tshiamelatikologo	eco-friendly
tshiamelo ka motshameki	one-man advantage
tshiamelo tlaleletso	fringe benefit
tshiamelo ya bapalamente	parliamentary privilege
tshiamelokgolo	absolute advantage
tshiamelotholotiro	retirement benefit
tshiamelotiriso ya seileketeroniki	e-readiness
tshiamiso	correction
tshidi / sesidi	graphite
tshidilommele / mosidilo	physiotherapy
tshidilophufudi / aenephufudi	steam iron
tshika	blood vessel
tshika	vein
tshika	vessel
tshikakgolo	main vein
tshikatlhare	leaf vein
tshikelammeleng	artery
tshikelapelong	vein
tshikona / moretelediane wa Bavenda	tshikona
tshilo	mill
tshilo ya sukiri	sugar mill
tshimo / setsha	land
tshimo e e lemilweng	cultivated land
tshimo ya maungo	orchard
tshimologo	beginning
tshimologo	original
tshimologo ya dikgakologo	early spring
tshimologo ya selemo	early summer
tshimololo	composition
tshimololomotshameko / thankgololomotshameko	kick-off
tshimololotiro	assumption of office
tshingwana	garden
tshingwanamerogo	vegetable patch
tshipi	iron
tshipi / beke	week
tshipi / setale	steel
tshipitshireletswa	galvanised iron
tshipitswako	alloy
tshipitswako	cast iron
tshireletsaditsalapa / inšorenseditsalapa	household content insurance / household insurance
tshireletsamotswasetlhabelo wa boraro / inšorensemotswasetlhabelo wa boraro	third-party insurance / third-party liability insurance
tshireletsego / pabalesego	safety
tshireletsegotlotlo	financial security
tshireletso	cover / coverage
tshireletso	defence / backline
tshireletso	protection
tshireletso	security
tshireletso / inšorense	insurance cover / insurance coverage
tshireletsobosetšhaba	national defence
tshireletsogole / inšorensegole	disability cover
tshireletsogotlhe / inšorensekakaretso	all-risks insurance / all-risk coverage
tshireletsoikanyego	fidelity cover
tshireletsoikonomi	economic security
tshireletsoketo / inšorenseketo	travel insurance
tshireletsokoloi / inšorensekoloi	car insurance / vehicle insurance
tshireletsoloago	social security
tshireletsoloso / inšorenseloso	death cover
tshireletsomodirisi	consumer protection
tshireletsomongntlo / inšorensemongntlo	homeowner’s insurance / home insurance
tshireletsopaka / inšorensepaka	term insurance
tshireletsopakakhutshwane / inšorensepakakhutshwane	short-term insurance / non-life insurance
tshireletsopakaleele / inšorensepakaleele	long-term insurance
tshireletsophetiso / inšorensephetiso	overinsurance
tshireletsosetšhaba	public safety
tshireletsotatlhegelogotlhe / inšorensetatlhegelogotlhe	total loss cover
tshireletsotatlhegeloletseno / inšorensetatlhegeloletseno	loss-of-income insurance
tshireletsotholomaikarabelo / inšorensetholomaikarabelo	indemnity insurance
tshireletsotlaleletso / inšorensetlaleletso	credit shortfall insurance / gap insurance / top-up insurance
tshireletsotlase / inšorensetlase	underinsurance
tshireletsotlhopha / inšorensetlhopha	group insurance
tshireletsotshelo / inšorensetshelo	life cover
tshireletsotshelo / inšorensetshelo	life insurance
tshireletsotshelojotlhe / inšorensetshelojotlhe	whole-life insurance / whole of life insurance / whole of life assurance
tshireletsotshelokakaretso / inšorensetshelokakaretso	universal life insurance
tshireletsotuelelakokelo / inšorensetuelelakokelo	hospital plan / hospital insurance
tshitamelemo / kemelanomelemo	drug resistance
tshitamelemontsi	multi-drug resistance
tshitshinyo	motion
tshitshinyo ya botlhoka tshepo / tshitshinyo ya botlhoka boikanyego	motion of no confidence / vote of no confidence
tshitsinyo ya botshepegi / tshitsinyo ya boikanyego	motion of confidence
tshitsinyo ya tlhokaboikanyego / tshitsinyo ya tlhokabotshepegi	motion of no confidence
tshobokanyo	summary
tshoganyetso	emergency
tshokologo	afternoon
tshola makgwakgwa / sotla	ill-treat
tsholetsa	lift
tsholetso	elevation
tsholo / pelego	delivery
tsholo / pelego / tsalo	childbirth
tsholodibuka / tsholobukatlotlo	bookkeeping
tsholofelo	expectation
tshololompa / khutlisompa / ntshompa / tshenyompa / temololo	abortion / termination of pregnancy / TOP
tshoma / rabara	rubber
tshomarelo / pabalelo / tshireletso	conservation
tshomelo	penetration
tshopa	spiral {design / staircase}
tshosa / boifisa	frighten
tshosetsa	threaten
tshosetsatshelo	life-threatening
tshosetso / kgonagalotatlhegelo	risk
tshosetso ya ditshedi	biohazard / biological hazard
tshosetsotlotlo	financial risk
tshosobanyo / letsutsuba	crease
tshotlo	maltreatment
tshotlo / pogiso / kgokgontsho	abuse
tshotlokakobana	child abuse
tshotlokathobalo	indecent assault
tshotlothobalano	sexual assault
tshuba / bonesa	switch on
tshubego / tšhatšhamo / phiso	burning sensation
tshukamowa / kgetsanamowa	alveolus
tshukudu	rhinoceros / rhino
tshupabolwetse / letshwaobolwetse	symptom
tshupagolo / selipituelo	payslip
tshupaikonomi	economic indicator
tshupakgano	contraindication / counter-indication
tshupakgwebisano	balance of trade
tshupakungwelo / tshupatshiamelo	benefit statement
tshupalato / tshupakoloto	credit history
tshupalato / tshupakoloto	financial history
tshupamolato	bill
tshupamolato / sekoloto	bill
tshupanako	analog clock
tshupanako	clock
tshupanako	watch
tshupanako palo	digital clock
tshupane / khesa	cursor
tshupanetheko ya modirisi / CPI	consumer price index
tshupantlha / kompase	compass
tshupapalelo	calculator dialogue box
tshupapoloko ya polokelo / tshupapoloko ya banka	bank deposit slip
tshupapolokomadi / tshupatsenyomadi	deposit slip
tshupatefo / tshupatuelo / resiti	cash receipt
tshupatetla ya thelebišene / laesense ya thelebišene	television licence / TV licence
